ID	Accession	Dataset	Genome assembly	Output type	Technical replicates	Biological replicates	Download URL	linecount
/files/ENCFF502MZI/	ENCFF502MZI	/experiments/ENCSR604UJV/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF502MZI/@@download/ENCFF502MZI.bed.gz	300000
/files/ENCFF503DIK/	ENCFF503DIK	/experiments/ENCSR764OXF/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF503DIK/@@download/ENCFF503DIK.bed.gz	3049
/files/ENCFF503GGD/	ENCFF503GGD	/experiments/ENCSR750LYM/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF503GGD/@@download/ENCFF503GGD.bed.gz	300000
/files/ENCFF503SNB/	ENCFF503SNB	/experiments/ENCSR000BGZ/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF503SNB/@@download/ENCFF503SNB.bed.gz	300000
/files/ENCFF503ZYY/	ENCFF503ZYY	/experiments/ENCSR431FOF/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF503ZYY/@@download/ENCFF503ZYY.bed.gz	300000
/files/ENCFF504QZJ/	ENCFF504QZJ	/experiments/ENCSR000ARI/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF504QZJ/@@download/ENCFF504QZJ.bed.gz	6132
/files/ENCFF504SFP/	ENCFF504SFP	/experiments/ENCSR979FQP/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF504SFP/@@download/ENCFF504SFP.bed.gz	300000
/files/ENCFF505BIK/	ENCFF505BIK	/experiments/ENCSR382MOM/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF505BIK/@@download/ENCFF505BIK.bed.gz	300000
/files/ENCFF505JMW/	ENCFF505JMW	/experiments/ENCSR235OVI/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF505JMW/@@download/ENCFF505JMW.bed.gz	14825
/files/ENCFF505MGI/	ENCFF505MGI	/experiments/ENCSR000ALV/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF505MGI/@@download/ENCFF505MGI.bed.gz	38599
/files/ENCFF505QMF/	ENCFF505QMF	/experiments/ENCSR242BGR/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF505QMF/@@download/ENCFF505QMF.bed.gz	300000
/files/ENCFF505RTU/	ENCFF505RTU	/experiments/ENCSR171CAY/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF505RTU/@@download/ENCFF505RTU.bed.gz	300000
/files/ENCFF505RYR/	ENCFF505RYR	/experiments/ENCSR777YSB/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF505RYR/@@download/ENCFF505RYR.bed.gz	8132
/files/ENCFF505WJT/	ENCFF505WJT	/experiments/ENCSR514VYD/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF505WJT/@@download/ENCFF505WJT.bed.gz	300000
/files/ENCFF506PXL/	ENCFF506PXL	/experiments/ENCSR015TKV/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF506PXL/@@download/ENCFF506PXL.bed.gz	375
/files/ENCFF507QUV/	ENCFF507QUV	/experiments/ENCSR619QFT/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF507QUV/@@download/ENCFF507QUV.bed.gz	1586
/files/ENCFF507WAU/	ENCFF507WAU	/experiments/ENCSR000BGI/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF507WAU/@@download/ENCFF507WAU.bed.gz	300000
/files/ENCFF508GOX/	ENCFF508GOX	/experiments/ENCSR000DKN/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF508GOX/@@download/ENCFF508GOX.bed.gz	300000
/files/ENCFF508JRB/	ENCFF508JRB	/experiments/ENCSR509DOK/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF508JRB/@@download/ENCFF508JRB.bed.gz	1616
/files/ENCFF508WCC/	ENCFF508WCC	/experiments/ENCSR567JEU/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF508WCC/@@download/ENCFF508WCC.bed.gz	2784
/files/ENCFF509GYP/	ENCFF509GYP	/experiments/ENCSR000BKD/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF509GYP/@@download/ENCFF509GYP.bed.gz	25485
/files/ENCFF509LOB/	ENCFF509LOB	/experiments/ENCSR359NFW/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF509LOB/@@download/ENCFF509LOB.bed.gz	300000
/files/ENCFF509YFF/	ENCFF509YFF	/experiments/ENCSR183AXJ/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF509YFF/@@download/ENCFF509YFF.bed.gz	3646
/files/ENCFF509YKU/	ENCFF509YKU	/experiments/ENCSR721QZV/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF509YKU/@@download/ENCFF509YKU.bed.gz	4423
/files/ENCFF510FUM/	ENCFF510FUM	/experiments/ENCSR000BHB/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF510FUM/@@download/ENCFF510FUM.bed.gz	4572
/files/ENCFF510NDO/	ENCFF510NDO	/experiments/ENCSR000DNM/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF510NDO/@@download/ENCFF510NDO.bed.gz	12736
/files/ENCFF510QXG/	ENCFF510QXG	/experiments/ENCSR000EFC/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF510QXG/@@download/ENCFF510QXG.bed.gz	6059
/files/ENCFF510UNI/	ENCFF510UNI	/experiments/ENCSR686SOV/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF510UNI/@@download/ENCFF510UNI.bed.gz	4825
/files/ENCFF510UZK/	ENCFF510UZK	/experiments/ENCSR066TET/	GRCh38	peaks and background as input for IDR	1_1,3_1	1,3	/files/ENCFF510UZK/@@download/ENCFF510UZK.bed.gz	300000
/files/ENCFF510XVU/	ENCFF510XVU	/experiments/ENCSR240XWM/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF510XVU/@@download/ENCFF510XVU.bed.gz	300000
/files/ENCFF511AZU/	ENCFF511AZU	/experiments/ENCSR534VHI/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF511AZU/@@download/ENCFF511AZU.bed.gz	9613
/files/ENCFF511BOQ/	ENCFF511BOQ	/experiments/ENCSR004PLU/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF511BOQ/@@download/ENCFF511BOQ.bed.gz	18269
/files/ENCFF512IAI/	ENCFF512IAI	/experiments/ENCSR863KUB/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF512IAI/@@download/ENCFF512IAI.bed.gz	5945
/files/ENCFF512JJS/	ENCFF512JJS	/experiments/ENCSR686SOV/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF512JJS/@@download/ENCFF512JJS.bed.gz	300000
/files/ENCFF512XHP/	ENCFF512XHP	/experiments/ENCSR798ILC/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF512XHP/@@download/ENCFF512XHP.bed.gz	300000
/files/ENCFF513MBZ/	ENCFF513MBZ	/experiments/ENCSR387UWP/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF513MBZ/@@download/ENCFF513MBZ.bed.gz	300000
/files/ENCFF514BGQ/	ENCFF514BGQ	/experiments/ENCSR000EBO/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF514BGQ/@@download/ENCFF514BGQ.bed.gz	29495
/files/ENCFF514CBD/	ENCFF514CBD	/experiments/ENCSR131FFJ/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF514CBD/@@download/ENCFF514CBD.bed.gz	300000
/files/ENCFF514DDG/	ENCFF514DDG	/experiments/ENCSR213VUI/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF514DDG/@@download/ENCFF514DDG.bed.gz	4947
/files/ENCFF514DDI/	ENCFF514DDI	/experiments/ENCSR000EAA/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF514DDI/@@download/ENCFF514DDI.bed.gz	8754
/files/ENCFF514DIZ/	ENCFF514DIZ	/experiments/ENCSR501DKS/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF514DIZ/@@download/ENCFF514DIZ.bed.gz	300000
/files/ENCFF514FCB/	ENCFF514FCB	/experiments/ENCSR780ESQ/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF514FCB/@@download/ENCFF514FCB.bed.gz	13894
/files/ENCFF514FLJ/	ENCFF514FLJ	/experiments/ENCSR761LRR/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF514FLJ/@@download/ENCFF514FLJ.bed.gz	300000
/files/ENCFF514IGC/	ENCFF514IGC	/experiments/ENCSR000BHE/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF514IGC/@@download/ENCFF514IGC.bed.gz	2018
/files/ENCFF514RIE/	ENCFF514RIE	/experiments/ENCSR041ZIQ/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF514RIE/@@download/ENCFF514RIE.bed.gz	1921
/files/ENCFF514SWA/	ENCFF514SWA	/experiments/ENCSR000DZU/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF514SWA/@@download/ENCFF514SWA.bed.gz	7765
/files/ENCFF514ZNN/	ENCFF514ZNN	/experiments/ENCSR094WHO/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF514ZNN/@@download/ENCFF514ZNN.bed.gz	1272
/files/ENCFF515CZK/	ENCFF515CZK	/experiments/ENCSR211GNP/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF515CZK/@@download/ENCFF515CZK.bed.gz	300000
/files/ENCFF515DUD/	ENCFF515DUD	/experiments/ENCSR396QWK/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF515DUD/@@download/ENCFF515DUD.bed.gz	11320
/files/ENCFF515KNI/	ENCFF515KNI	/experiments/ENCSR000DSZ/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF515KNI/@@download/ENCFF515KNI.bed.gz	46484
/files/ENCFF515RFW/	ENCFF515RFW	/experiments/ENCSR000BIK/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF515RFW/@@download/ENCFF515RFW.bed.gz	300000
/files/ENCFF515YFU/	ENCFF515YFU	/experiments/ENCSR886RYH/	GRCh38	optimal idr thresholded peaks	3_1,4_1	3,4	/files/ENCFF515YFU/@@download/ENCFF515YFU.bed.gz	12952
/files/ENCFF516BGW/	ENCFF516BGW	/experiments/ENCSR897ZXU/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF516BGW/@@download/ENCFF516BGW.bed.gz	300000
/files/ENCFF516BJP/	ENCFF516BJP	/experiments/ENCSR388QZF/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF516BJP/@@download/ENCFF516BJP.bed.gz	300000
/files/ENCFF516BQY/	ENCFF516BQY	/experiments/ENCSR019KPC/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF516BQY/@@download/ENCFF516BQY.bed.gz	300000
/files/ENCFF516QCS/	ENCFF516QCS	/experiments/ENCSR000EUO/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF516QCS/@@download/ENCFF516QCS.bed.gz	300000
/files/ENCFF516QUC/	ENCFF516QUC	/experiments/ENCSR369NGL/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF516QUC/@@download/ENCFF516QUC.bed.gz	29011
/files/ENCFF516UWH/	ENCFF516UWH	/experiments/ENCSR210ZYL/	GRCh38	optimal idr thresholded peaks	3_1,4_1	3,4	/files/ENCFF516UWH/@@download/ENCFF516UWH.bed.gz	2795
/files/ENCFF516YLJ/	ENCFF516YLJ	/experiments/ENCSR000BLS/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF516YLJ/@@download/ENCFF516YLJ.bed.gz	300000
/files/ENCFF517EJH/	ENCFF517EJH	/experiments/ENCSR715UCI/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF517EJH/@@download/ENCFF517EJH.bed.gz	50193
/files/ENCFF517IJC/	ENCFF517IJC	/experiments/ENCSR959OMS/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF517IJC/@@download/ENCFF517IJC.bed.gz	300000
/files/ENCFF517IXK/	ENCFF517IXK	/experiments/ENCSR000BRR/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF517IXK/@@download/ENCFF517IXK.bed.gz	13571
/files/ENCFF517RFG/	ENCFF517RFG	/experiments/ENCSR897JCM/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF517RFG/@@download/ENCFF517RFG.bed.gz	300000
/files/ENCFF518JFN/	ENCFF518JFN	/experiments/ENCSR000EUN/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF518JFN/@@download/ENCFF518JFN.bed.gz	300000
/files/ENCFF518MQA/	ENCFF518MQA	/experiments/ENCSR240PRQ/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF518MQA/@@download/ENCFF518MQA.bed.gz	58981
/files/ENCFF519BOO/	ENCFF519BOO	/experiments/ENCSR000BLB/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF519BOO/@@download/ENCFF519BOO.bed.gz	3016
/files/ENCFF519CXF/	ENCFF519CXF	/experiments/ENCSR000AKO/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF519CXF/@@download/ENCFF519CXF.bed.gz	49765
/files/ENCFF519GUH/	ENCFF519GUH	/experiments/ENCSR349TZO/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF519GUH/@@download/ENCFF519GUH.bed.gz	300000
/files/ENCFF519PCW/	ENCFF519PCW	/experiments/ENCSR780ESQ/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF519PCW/@@download/ENCFF519PCW.bed.gz	300000
/files/ENCFF519QJO/	ENCFF519QJO	/experiments/ENCSR414TYY/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF519QJO/@@download/ENCFF519QJO.bed.gz	300000
/files/ENCFF519RWJ/	ENCFF519RWJ	/experiments/ENCSR893WSB/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF519RWJ/@@download/ENCFF519RWJ.bed.gz	39982
/files/ENCFF519TLP/	ENCFF519TLP	/experiments/ENCSR504VDV/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF519TLP/@@download/ENCFF519TLP.bed.gz	300000
/files/ENCFF519TRJ/	ENCFF519TRJ	/experiments/ENCSR337NQP/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF519TRJ/@@download/ENCFF519TRJ.bed.gz	2072
/files/ENCFF519XTN/	ENCFF519XTN	/experiments/ENCSR702BYX/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF519XTN/@@download/ENCFF519XTN.bed.gz	24033
/files/ENCFF520DDS/	ENCFF520DDS	/experiments/ENCSR046HGP/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF520DDS/@@download/ENCFF520DDS.bed.gz	300000
/files/ENCFF520DIY/	ENCFF520DIY	/experiments/ENCSR107RHZ/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF520DIY/@@download/ENCFF520DIY.bed.gz	1274
/files/ENCFF520GJC/	ENCFF520GJC	/experiments/ENCSR000BPY/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF520GJC/@@download/ENCFF520GJC.bed.gz	17425
/files/ENCFF520HDU/	ENCFF520HDU	/experiments/ENCSR518WPL/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF520HDU/@@download/ENCFF520HDU.bed.gz	300000
/files/ENCFF520QSR/	ENCFF520QSR	/experiments/ENCSR331BDJ/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF520QSR/@@download/ENCFF520QSR.bed.gz	18274
/files/ENCFF521DTH/	ENCFF521DTH	/experiments/ENCSR184SVO/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF521DTH/@@download/ENCFF521DTH.bed.gz	300000
/files/ENCFF521EAO/	ENCFF521EAO	/experiments/ENCSR512NLO/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF521EAO/@@download/ENCFF521EAO.bed.gz	300000
/files/ENCFF521GGF/	ENCFF521GGF	/experiments/ENCSR701RXW/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF521GGF/@@download/ENCFF521GGF.bed.gz	300000
/files/ENCFF521MOQ/	ENCFF521MOQ	/experiments/ENCSR822AHX/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF521MOQ/@@download/ENCFF521MOQ.bed.gz	300000
/files/ENCFF521USI/	ENCFF521USI	/experiments/ENCSR553QMC/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF521USI/@@download/ENCFF521USI.bed.gz	300000
/files/ENCFF521WPO/	ENCFF521WPO	/experiments/ENCSR176EXN/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF521WPO/@@download/ENCFF521WPO.bed.gz	300000
/files/ENCFF523CUM/	ENCFF523CUM	/experiments/ENCSR455DOO/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF523CUM/@@download/ENCFF523CUM.bed.gz	22634
/files/ENCFF524LUT/	ENCFF524LUT	/experiments/ENCSR407BEZ/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF524LUT/@@download/ENCFF524LUT.bed.gz	300000
/files/ENCFF525MPI/	ENCFF525MPI	/experiments/ENCSR710WLO/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF525MPI/@@download/ENCFF525MPI.bed.gz	33398
/files/ENCFF525PTS/	ENCFF525PTS	/experiments/ENCSR116QUR/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF525PTS/@@download/ENCFF525PTS.bed.gz	300000
/files/ENCFF525RRP/	ENCFF525RRP	/experiments/ENCSR785UCD/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF525RRP/@@download/ENCFF525RRP.bed.gz	2678
/files/ENCFF526AOS/	ENCFF526AOS	/experiments/ENCSR138RCE/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF526AOS/@@download/ENCFF526AOS.bed.gz	469
/files/ENCFF526PMI/	ENCFF526PMI	/experiments/ENCSR907JPB/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF526PMI/@@download/ENCFF526PMI.bed.gz	1108
/files/ENCFF526QZM/	ENCFF526QZM	/experiments/ENCSR200JYP/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF526QZM/@@download/ENCFF526QZM.bed.gz	300000
/files/ENCFF526WVH/	ENCFF526WVH	/experiments/ENCSR680UQE/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF526WVH/@@download/ENCFF526WVH.bed.gz	48072
/files/ENCFF527EGF/	ENCFF527EGF	/experiments/ENCSR000EZU/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF527EGF/@@download/ENCFF527EGF.bed.gz	21794
/files/ENCFF528RCQ/	ENCFF528RCQ	/experiments/ENCSR000BMC/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF528RCQ/@@download/ENCFF528RCQ.bed.gz	300000
/files/ENCFF528VUJ/	ENCFF528VUJ	/experiments/ENCSR000BGB/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF528VUJ/@@download/ENCFF528VUJ.bed.gz	300000
/files/ENCFF529BDW/	ENCFF529BDW	/experiments/ENCSR654CQU/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF529BDW/@@download/ENCFF529BDW.bed.gz	3162
/files/ENCFF529JCF/	ENCFF529JCF	/experiments/ENCSR619QFT/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF529JCF/@@download/ENCFF529JCF.bed.gz	300000
/files/ENCFF529NHH/	ENCFF529NHH	/experiments/ENCSR189VXS/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF529NHH/@@download/ENCFF529NHH.bed.gz	300000
/files/ENCFF529UJY/	ENCFF529UJY	/experiments/ENCSR938ETG/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF529UJY/@@download/ENCFF529UJY.bed.gz	8526
/files/ENCFF530LIW/	ENCFF530LIW	/experiments/ENCSR768VNZ/	GRCh38	optimal idr thresholded peaks	2_1,3_1	2,3	/files/ENCFF530LIW/@@download/ENCFF530LIW.bed.gz	26319
/files/ENCFF530MXL/	ENCFF530MXL	/experiments/ENCSR742TMU/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF530MXL/@@download/ENCFF530MXL.bed.gz	300000
/files/ENCFF531ASI/	ENCFF531ASI	/experiments/ENCSR853ADA/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF531ASI/@@download/ENCFF531ASI.bed.gz	300000
/files/ENCFF531KOV/	ENCFF531KOV	/experiments/ENCSR514VYD/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF531KOV/@@download/ENCFF531KOV.bed.gz	42164
/files/ENCFF531TPG/	ENCFF531TPG	/experiments/ENCSR337NWW/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF531TPG/@@download/ENCFF531TPG.bed.gz	300000
/files/ENCFF532BAK/	ENCFF532BAK	/experiments/ENCSR695EQB/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF532BAK/@@download/ENCFF532BAK.bed.gz	300000
/files/ENCFF532HCE/	ENCFF532HCE	/experiments/ENCSR387SYS/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF532HCE/@@download/ENCFF532HCE.bed.gz	3646
/files/ENCFF532KPP/	ENCFF532KPP	/experiments/ENCSR906PEI/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF532KPP/@@download/ENCFF532KPP.bed.gz	1214
/files/ENCFF533GSH/	ENCFF533GSH	/experiments/ENCSR000BLI/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF533GSH/@@download/ENCFF533GSH.bed.gz	32185
/files/ENCFF533OBT/	ENCFF533OBT	/experiments/ENCSR674SCQ/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF533OBT/@@download/ENCFF533OBT.bed.gz	4727
/files/ENCFF534ADS/	ENCFF534ADS	/experiments/ENCSR591EBL/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF534ADS/@@download/ENCFF534ADS.bed.gz	300000
/files/ENCFF534GKQ/	ENCFF534GKQ	/experiments/ENCSR000EEL/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF534GKQ/@@download/ENCFF534GKQ.bed.gz	18061
/files/ENCFF534PVK/	ENCFF534PVK	/experiments/ENCSR000EGV/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF534PVK/@@download/ENCFF534PVK.bed.gz	300000
/files/ENCFF534VQL/	ENCFF534VQL	/experiments/ENCSR154EIH/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF534VQL/@@download/ENCFF534VQL.bed.gz	2523
/files/ENCFF535BMV/	ENCFF535BMV	/experiments/ENCSR290MUH/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF535BMV/@@download/ENCFF535BMV.bed.gz	33376
/files/ENCFF535FVE/	ENCFF535FVE	/experiments/ENCSR000BMH/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF535FVE/@@download/ENCFF535FVE.bed.gz	300000
/files/ENCFF535GRR/	ENCFF535GRR	/experiments/ENCSR260UJI/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF535GRR/@@download/ENCFF535GRR.bed.gz	300000
/files/ENCFF535MZG/	ENCFF535MZG	/experiments/ENCSR000DNA/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF535MZG/@@download/ENCFF535MZG.bed.gz	43844
/files/ENCFF535XLA/	ENCFF535XLA	/experiments/ENCSR494TDU/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF535XLA/@@download/ENCFF535XLA.bed.gz	300000
/files/ENCFF536LKB/	ENCFF536LKB	/experiments/ENCSR446LAV/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF536LKB/@@download/ENCFF536LKB.bed.gz	10393
/files/ENCFF536VKO/	ENCFF536VKO	/experiments/ENCSR808AKZ/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF536VKO/@@download/ENCFF536VKO.bed.gz	300000
/files/ENCFF536XOF/	ENCFF536XOF	/experiments/ENCSR509FWH/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF536XOF/@@download/ENCFF536XOF.bed.gz	300000
/files/ENCFF537FLG/	ENCFF537FLG	/experiments/ENCSR000BGU/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF537FLG/@@download/ENCFF537FLG.bed.gz	300000
/files/ENCFF537VKZ/	ENCFF537VKZ	/experiments/ENCSR219BXP/	GRCh38	optimal idr thresholded peaks	1_1,3_1	1,3	/files/ENCFF537VKZ/@@download/ENCFF537VKZ.bed.gz	25812
/files/ENCFF538GSS/	ENCFF538GSS	/experiments/ENCSR011NOZ/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF538GSS/@@download/ENCFF538GSS.bed.gz	5332
/files/ENCFF538KYH/	ENCFF538KYH	/experiments/ENCSR760AAY/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF538KYH/@@download/ENCFF538KYH.bed.gz	300000
/files/ENCFF538VYU/	ENCFF538VYU	/experiments/ENCSR000BKJ/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF538VYU/@@download/ENCFF538VYU.bed.gz	18431
/files/ENCFF539FVQ/	ENCFF539FVQ	/experiments/ENCSR659SCK/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF539FVQ/@@download/ENCFF539FVQ.bed.gz	3996
/files/ENCFF539GRW/	ENCFF539GRW	/experiments/ENCSR000BGK/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF539GRW/@@download/ENCFF539GRW.bed.gz	26905
